comment_text,toxicity
 lol  now that is what you call canvassing  and there was me thinking he only used email to canvass support  i can t even think to imagine why he bothers to go out of his way to stop progression on wikipedia there just really isn t any reason to is there  i doubt i ll ever understand his purpose ,0
there aren t really any weasel words in this entry i m going to remover the tag ,0
you are vandalizing the page  you are the true vandal here,1
yeah  go  suck  dick u corrupt  retard ed fat pig homo ,1
  you need to demonstrate that these sources are reliable  which says how accepted  high quality reliable sources use a given source provides evidence  positive or negative  for its reliability and reputation  the more widespread and consistent this use is  the stronger the evidence  for example  widespread citation without comment for facts is evidence of a source s reputation and reliability for similar facts  while widespread doubts about reliability weigh against it  the onus is on the source provider to prove its reliability  i note that the blog doesn t actually support the statement that it cites  ,0
 content removal dispute ,0
 sorry  no no is what a master says to a dog  no is what a parent says to a child clearly you have this illusion that you re somehow more important than i am on wikipedia  that you are a boss of mine since this illusion is likely the only thing keeping you from ending your sorry life  i will not end it for you i  am  your subordinate  and hopefully that makes up for your small penis sorry  no yes  master  anything you say you have power over me i must repent  talk  c  ,1
i don t  hate  jimbo i find him very entertaining ,0
 twat twat twat twat twat twat twat twat twat  cunt  this user is  gay ,1
it is a shame what people are here  i am disgusting of you ,1
no  this list article is too long at k and seems to contain little but feeble plot summaries it should be condensed to be a true list and the episodes then developed properly as articles in the style of this excellent example ,0
chris ferguson  if by some miracle god accepts you into his kingdom  i will resent your simplicity for all eternity in the same kingdom ,0
comme des garcons  despite having a french name  is actually japanese  it was started in tokyo in by rei kawakubo ,0
 etymology of sidious insidious adj proceeding or progressing inconspicuously but harmfully  an insidious disease treacherous  crafty  insidiously adv  insidiousness n  latin insidiosus cunning from insidiae ambush as in sedere sit perhaps it should be mentioned that the in  morpheme that prefixes the word insidious  is peripheral in meaningfulness  and that the sidious element has its root in latin insidiae ambush so the word ambush should have some relevance in an etymological discussion captainsurrey ,0
i will be good now  the arbcom having nothing on me ,0
 we re getting many attempts to use the passive voice in the article again  reversion used it  and  edits continued to use it  only adding a preposition february utc,0
new york why do you think it was better before my editig ,0
stewart international airport please use dl to flag a dead link curly braces  not parens  cheers,0
 a couple of maintainability suggestions for the table currently the table is sortable using hs for all columns  if we used dts october for the dates we do not have to put the dates in twice in the column and we can enter the date in any format we like currently there is a hs and a age in years and days for the length of service for a manager isn t the age in years and days on it s own enough this is the result of making the changes name  nat date of birth  club  division  appointed  time as manager ars  ne wenger arsenal premier league paul tisdale exeter city league two chris wilder oxford united league two mark yates cheltenham town league two text me  ,0
mnnlaxer  go fuck yourself ,1
i m really grateful for your help with this inferno ,0
 trans verse doppler effect wrong  it is a mistake to say the ives stilwell experiment is based on the  trans verse doppler effect of einstein  it is not  it is based on ives own theory of relativity different from einstein s  there was no measurement of  trans verse doppler effect  simply a measurement of time dilation due to motion  there was no  trans verse measurement of the doppler in this experiment  you guys need to get facts right  wikipedia is a source of misinformation and this article is a good example of that ,0
biography in a  carlito was doing production work for local artists with his keyboards  a few months later  he was introduced by a friend who was also an producer  around the same time  he met four friends  vinnie  base  chino and pat who were local emcees and a singer in the connecticut area and joined to become the group known as tru saga  he then began dj ing for them at shows and produced a number of their beats on underground records as an up and coming producer  he released a album of carlito s way this album began what is now a regular trend  a  carlito has a smooth and soulful production style that relies on samples from artists such as dee edwards and curtis mayfield  he attributes the bass lines that he uses in production to dj premier  pete rock and heatmaker  the producer continued to produce for tru saga and many other hiphop artists groups  including krs and many more a  carlito still resides in connecticut  he has announced his new label  mi gente and is still with tru saga records  he soon will release his second solo album entitled carlito s way vol ,0
monitor  are these technology related nouns  or just random utterances yes  i replied ,0
april utc hey s off his block right back to the same behavior  see his contribs for today ,0
i thought the maximum has been ethanol  i checked some recent unica papers and they are currently referring to a max  of and is also easier because we seem to do these things in steps of ,0
 question concering rfa votes as you have not answered my question that i asked you on download s rfa  and before you show me that subpage  i already read it  so there is no need secondly  do not quote policy on me and evade  simply answer the questions  please how many more active admins do we have now then we did at the time you nominated child of midnight for adminship  i nominated him because he asked for it  i probably would have opposed if he actually accepted it  but he didn t  i do not care about active inactive admins  i am only concerned with good bad admins  remove all the bad admins  and then start nominating good admins please explain your ideal active admin to article ratio  the number of admins is fine  there are just too many bad admins that hurt the project more than they help it  again  there could be admins  and i would be fine with that  but there must be no bad admin  if all were active or inactive i wouldn t care  as long as they were good and followed policy  the current has many bad administrators  this is why there are too many  i would be fine with or admins  as long as they are all good  as soon as an admin blocks some maliciously  or deletes something that wasn t within policy he should be desysoped by policy without a vote  i ve always seen you vote in oppose  and while you are indeed entitled to your own opinion  i would like to understand what you view as a good admin bad admin  i find it hard to believe one should assume bad faith in that all potential admin candidates  are considered bad  could you please explain your criteria for what makes a good admin in your opinion i also wish to still know what your desired admin to article ratio is  and why  if you think an admin is bad  don t you just say that  instead of answering with d  lus contribs that is all  since you put great thought into your votes  i m pretty sure you should be able to answer these questions with absolutely no problem what so ever than you for your time  d  lus contribs something to take note of hi dougstech  i just wanted to make you aware of a bit of information regarding your rfa voting pattern  in the past you have claimed multiple times that you re not violating any policies guidelines with your rfa votes  but you seem to be in violation of wp agf  you are obviously not assuming good faith when you oppose every admin hopeful you see  if you think someone will be a bad admin  you need to provide a reason specific to that candidate  otherwise you re assuming bad faith  which is contradictory to the principles on which wikipedia was founded and on which it still operates  meh  review me no  he s not  someone else can has already found their flaw  and the other that oppose the candidate give reasons why he she is a bad admin  that doesn t excuse you not to give a reason though  talk contribs hey i ve got an idea  start a thread about this at wt rfa  otherwise  accept that he has his reasons  they are good and have been thoroughly explained multiple times  stop harassing him over it  dougstech  nicely done on the cats funny may utc,0
  that has to be the best rfa notice i have ever seen  oh back to the point  yay  well done ,0
  i stay well away from that article  i think i know someone on wiki who can clarify it  he s good with old school mj jackson music  if we can clarify that it was a single  not just some song that charted off mysteries airplay we can add it to the discography and mj singles template ,0
 sm town live world tour naming thanks for create this article but  it should be smtown not sm town would you mind to change it  thanks  ,0
infobox dates hi  when updating infobox stats you should update the  or  parameter by adding five tildes which generates the specific time the update was made  cheers ,0
 do you strongly believe sundar  do you strongly believe  still  that disillusionment is irreversible sep utc  ,0
 i should ve thought to look there they have it all that s definitely credible thanks for providing it so say we all  ,0
the problem was not your use of mixed spelling  which is trivial and easily fixed it was your being a dick  you appear not to understand the problem  hence  i guess  the sanction  in which decision i took no part whatsoever  guy ,1
united states army,0
integration branch  wha  i have no idea what you mean  talk contribs,0
right  so be more factual than promotional  got it i am going to try to create a new page  about a n  athlete  any help will be mroe than appreciated ,0
it is a part of british history indeed  that is not a carte blanche to view the series of incidents solely from the british perspective  does wikipedia list them as freedom fighters on other pages  yes  do the indian people call them freedom fighters  yes  according to wikipedia policy  which thanks to ronnotel i have been exposed to a lot lately  the people must be known by the most common name  the most common name being freedom fighters ,0
 korean articles  hi  i noticed you were taking part in the discussion on the talk hwang seong gyeong page  i think bethereds behaviour is ridiculous and something needs to be done to stop his ownership of these pages  he said that he would change the pages back until the end of time as he thinks he is right in removing any japanese reference from his korean pages  there are many reasons why japanese katakana should be included in these pages  the obvious being that the characters are created by a japanese company and that every other article includes it bar the few korean characters is there any way to call a moderator or administrator to this debate to stop bethereds reverts  he seems to have no proper reason as to why he is omitting the information other than he believes korea is better than japan  i ve read his user page and looked at his previous edits and he seems to be doing anything he can to promote korea over japan does he not realise that in these games  even chang and kim  from kof  speak in the japanese language and have never even uttered a korean word  we need a vote or something to put him right  thanks  ,0
tfd nomination of template template  has been nominated for deletion  you are invited to comment on the discussion at the template s entry on the templates for deletion page  thank you ,0
don t be a douchebag  just leave the edit in ,1
stubby  he did have a short neck  maybe thats why they didnt hang him  thank you  margeret  suck ley maple hts ohio ,0
the last sentence reads  under british law  the eastern grey squirrel is regarded as vermin  and it is illegal to release any into the wild  any caught must be either destroyed or kept captive the law on this has changed and squirrels can be release under licence  http business timesonline co uk tol business law article ece,0
 if you post here  i ll reply here  so make sure you watch this page  thanks if you have a question about something i ve written photographed deleted edited  or want advice on article writing  wikipedia policy etc  i will answer as soon as i can  if you ve come here asking me to take sides in w hate ver flamewar you re currently involved in and there s not a good reason for me to be involved  your post will go into the archive unanswered  ,0
 i don t know which personal attacks you are referring to  and since you ve blanked it from here  which i m sure is vandalism i have no way to respond to your claim  thank you  ,0
so  you re saying place signs were using c for place names with the sound or were you saying you only saw the signs with the letter c  without hearing how names are pronounced  you only said you saw c earlier ,0
 cost at a cost of rs crores how much is that ,0
i m sorry  but your retort was just unfathomably hilarious  but seriously  why is it other people are allowed to have screenshots as their profiles images yet somehow ciara doesn t ,0
 just a useless thanks thank you for deleting this guy  the i p  address is indeed at a school  the one i used to go to so you might want to block the i p  address permanently since everybody who uses that i p  have no sense of maturity and respect ,0
well  actually i m more into statue and mannequin fetishism  agalmatophilia but it s all just three sides of the same coin really  how do i know so much about it  i ve always been into statues and immobility  and when i first got connected to the internet i was delighted to learn that there was a whole online community who shared my interest  if you care to research the subject further  here s a page linking to lots of related sites http w p synd com plinks htm nov utc ,0
  but they have now recreated the page again  ,0
  suggestion for edit milborneone put a tabled guide to the units stationed at rudloe manor  however even through all of the p ss  deebate of should it stay or should it go  i notice that p ss  is not listed in the table of units attached to rudloe manor and dates  an oversight  does someone wish to insert this information ,0
invitation to attend the usa wiki conference in washington dc in october greetings i see that you are a member of wikiproject haiti as i am  i would like to let you know that there will be a day wikipedia conference in washington d c in october scholarships are being offered to help with travel  please consider attending to help us learn together about increasing content about haiti on the english wp  and how to increase content on the french and kreyol wp  i look forward to seeing you there  http wikiconferenceusa org wiki main page,0
 glass can be an irish name  as much as it can be an english one many northern irish names are of gaelic  scottish  norman french  or old english origins glass  or glas  is just one of many examples woulfe  patrick  rev irish surnames  ehttp w libraryireland com names g glas php ,0
heavy metal template i don t mean to be offensive  but next time you rewrite a template  please make sure that it contains no obvious errors such as a wrong inwiki link to the genre itself  i have reverted the colors to the former ones  since those are part of the wider wikipedia wikiproject music genres  cheers ,0
  no i think you are right in closing the discussion  btw the whale was just me poking fun at you  what and you got mail ,0
agarwal i have proofs that this group of people are not dravidians  they are descendants of suryavanshi kings of haryana who are accepted by all to be of indo european ancestry  saying haryanvi people to be of dravidians goes against all established facts  have you any solid proof to make such extraordinary  or is it just vandalism ,0
 of course everyone realizes that there s another article titled on formally undecidable propositions of principia mathematica and related systems  perhaps this companion could absorb the history including the problem of finitary proofs  and the aftermath the immediate aftermath  am unclear where the contemporary aftermath should go  etc while the article associated with this page could be tightened to present explications of the theorems only  per my comment above i encourage those who are interested mainly in the mathematical end of things  as opposed to the historical  and can lay their hands on it read kleene s seven part explication in volume i of kurt godel collected works  on different note  the chinese remainder theorem comes up in some  but not all  of the explications  i did a search of our article and found no mention of chinese or remainder but when i searched wikipedia i discovered an article g  del numbering for sequences that contains a detailed discussion of this topic  and here i thought he was relying on the fundamental theorem of arithmetic what s going on  and  is it just me or is there little or no coordination between these various but associated articles bill ,0
  yes  cool please provide a link to the web address so users can investigate regards ,0
sorry to see you go i to am sorry to see you go and i can t help feeling its the wrong administrator turning in their tools  i would hope that this latest request of an outstanding admin for what was a tremendously stupid call be one of the most aggressive admins would give them call to evaluate what is going on  i fear it won t and sooner or later the only admins that will still be here are the ones the project would be better off without  thanks for all the help in the past ,0
 british empire the british empire appears to be a strong entity and retains its territories in africa and asia  although canada  australia and new zealand have split from the empire and are closely allied to the united states  winston churchill and elizabeth windsor  who claims the british crown from edward vi  reside in canada  speaking out against the greater german reich  german controlled europe  and the puppet british regime  however  great britain is afforded a great deal of respect from the german reich as its empire and historical institutions were greatly admired by  adolf hitler  and german society in general even in the years before world war ii  apart from the bit about canada i don t recall any of this from the book  nor do i recall any mention of german presence in antartica  can someone show the references from the book to back up these claims  ,0
 response the mega foundation and the ultranet are not iq clubs one is a registered nonprofit foundation  the other is a project of that foundation you are not in a position to pass judgment on the merit of langan  his work  his foundation  his fora  or the associated wikipedia entries  please try to understand this you are not in a position to summarily do anything related to the wikipedia articles on these topics  please try to come to grips with this  these misconceptions run afoul of wikipedia guidelines in fact and in spirit  ,0
 as an example  central wrote i was insulting you just for pleasure  not because it proves you wrong posted central july see above this section ,0
adnryk who  just leave your email  smth ,0
explanation please  somebody  add an explanation of these  to an outsider  strange and unmotivated changes of status there must have been political reasons what were they that would make the article more interesting ,0
i was reverted the page  a vandal erase the content  i  m spanish  my engli shit s a crap  ,0
 i am looking into it and will discuss with the blocking admin  this may take a while so your patience is appreciated  tc  ,0
 sorry for causing suspicion  i wasn t aware of a requirement either  i ll make sure to watch out for them next time and i m not sure what i have to thank you for  but thanks as curley turkey has stated  the intent of this reboot was to make it easier to understand  if my apology here and thanks will stop this meaningless  irrelevant discussion  then i m more than glad to do so  ,0
 steve irvin dead stephen robert irwin  known as crocodile hunter dead  irwin was killed while filming an underwater documentary off port douglas  at age of was killed by a stingray barb through the chest on monday while diving off australia s northeast coast  emergency officials and witnesses said irwin had been diving off his boat croc one near batt reef northeast of port douglas  a helicopter had taken paramedics to nearby low isles where irwin was taken for medical treatment but he was dead before they arrived  police said  steve was hit by a stingray in the chest  said local diving operator steve edmondson  whose poseidon boats were out on the great barrier reef when the accident occurred http news yahoo com s nm people nm australia irwin dc  official website  http w crocodilehunter com  the  admoinistrators of wikipedia should not vandalise the work of others  ,0
 i agree  but the thing is  soad aren t together  if they were present john  daron  serj  and shavo would be working together  and or wriing songs  etc  and plus  when someone is trying to find out when soad went on hiatus  it doesn t help that it doesn t say in the infobox  just my opinion  ,0
  criticism of antisemitism  racism or homophobia is called civil rights  that s that  it isn t criticism its fighting oppression  who exactly would we be trying to convince with this criticism most people  who aren t in a  hate  group  already know antisemitism is wrong  i think your analysis could be put in peppered throughout the article with reliable sources ,0
it is linked to the idf  check wiki  and it does not have any presence in gaza so based on what have they been giving their number  by the way i can bring tens of research group that give values different than theirs most of the palestinian captured were released so using this number is misleading  on purpose  and they are suspected militant and not militants check the refference  the same thing happened in lebanon war were israel captured hundreds and after the  war they released all except a handful who were  militants ,0
 re charlie brown please do not continue to make the same edits you have been making as they will be removed as pov and advertising re deportee charlie brown  yours  ,0
indefinite full protection please create indefinite full protection  nakon  request staff that template article is considered high risk  make it full protection whatsoever  change from indefinite semi protection to full protection ,0
 cfs  hey joey kins i missed you man  have you been busy writing in that tabloid rag you call macleans  and mr  b i m sorry  but do you think you know something about me that could also be taken as a threat and that would be very unbecoming of a wikipedian nice try  ,0
 arabic form or i may easily be mistaken  but shouldn t the arabic form given in parentheses be simply without the definite article when so prefixed  as the article itself indicates  it refers exclusively to god the king not the more general  human concept or at least that s my understanding  ,0
 naeri s comments naerie says ryan  stating what the effect of an action will be is different to stating what the intent of an action was  peter was stating the former  not that latter  his comments on wr are irrelevant  i don t like them but they are not actionable onwiki  naerii precisely at least one person understands this distinction  ,0
candle  what was the strong consensus arrived at ,0
it is  however  his published opinion  which implies that someone thought it worth enough to commit to a printing press and that s really the only test we apply by insiting on published verifiability  it strikes me that we are now applying much more stringent tests to things that happen to be contentious than we do to anything else  and much as i would have all this be as bulletproof as possible  i think this could all be rather adversely affecting the quality of the article  it s this concern that brought me here in the first place ,0
 khalidi roncram  you appear to be saying in various places that khalidi has stated that he represented the plo  when your source only says that he was an advisor for the palestinian delegation  not the plo  at the madrid conference is there something more to your claim if not  you should be aware that statements to this effect either in article space or on talk pages would violate the wp blp policy please do clarify how you are supporting this claim if you stand by it  so that it can be resolved regards  ,0
  i think our readers need to know that lynn has exhibited scandalous disregard for scientific objectivity according to a review in scientific american  a mainstream scientific news source satisfying wp rs  in my mind  that calls into question his entire body of work  not merely his work on african iq  to claim otherwise strikes me as disingenuous and tendentious  i might add that to devote so much space to schockley  lynn and weyl and possony would seem to me to violate the undue weight section of wp npov  since dysgenics in non humans  its main use  is barely covered in the article  that  along with the lack of critical comment on weyl and possony  justify the npov tag  i think  talk ,0
mea culpa  relative clause has too much information on pronouns  and relative pronoun is now a stub  i m of the opinion that an article on relative clauses should not include a large section on english usage  since this is not a tutorial or a reference english grammar but an international encyclopedia  see also countering systemic bias  i strongly support the idea of having an article on english relative clauses  focused on usage  without theoretical explanations of restrictiveness etc apr utc ,0
thanks yo yo  halo man  thanks for sorting out my talk page  it had gone a little wiggedy  anyway  you should see my smiley s people userbox  it s awesome  i d like a diferent image  so maybe i ll get round to that one day  anyway  thanks again ,0
copyright issue with red  an orchestra  hello  concerning your contribution  red  an orchestra we cannot accept copyrighted text or images borrowed from either web sites or printed material  this article or image appears to be a direct copy from as a copyright violation  red  an orchestra  appears to qualify for speedy deletion under the speedy deletion criteria  red  an orchestra  has been tagged for deletion  and may have been deleted by the time you see this message  for text material  please consider rewriting the content and citing the source  provided that it is credible if you believe that the article or image is not a copyright violation or if you have permission from the copyright holder to release the content freely under the gfdl  you can comment to that effect on talk red  an orchestra if the article or image has already been deleted  but you have a proper release  you can reenter the content at red  an orchestra after describing the release on the talk page  however  for text content  you may want to consider rewriting the content in your own words  thank you  and please feel free to continue contributing to wikipedia  contribstalk,0
 what do you mean usual appeal is allowed ,0
 fighting vandalism suggestion hello  i have noticed that a lot of the warnings you have given to others were possibly made manually by inserting the relevant templates  whilst there is nothing wrong with that  may i recommend that you consider using twinkle  it is very efficient and speeds up the entire process as well as helping other areas  keep up the good work ealdwr  tere  ,0
 i have to agree that labeling year old children as child soldiers is completely unacceptable  ,0
 no  an unreliable source that agrees with other sources does not become reliable  never  never ever  sorry  perhaps i was not explaining my point in enough detail the source is only there to confirm what the other four sources  provided at your demand  also corraborate therefore  the information being used for that source is reliable even though it does not necessarily meet your litmus test for what a reliable source is that s my point as it was in the previous reference i gave for the glock interchangeability that point is one you conceded and i m using the same logic to refute your argument in this case as well  ,0
i m and what is this hi there  ebaum s world ftw  i m and what is this ,0
semi protected edit request on october shiva linga is not actually genitals of shiva  it is pineal gland of shiva a part of brain pineal gland is at the back of head just exactly opposite to the place between eye brows ,0
well  just because you  hate  the word doesn t mean mentioning it in wp is vandalism ,0
all the people from moldova want to be romanian citizens ,0
 first off let s be clear  this is a proposed merger not a deletion  looking at your argument of other stuff exists  the only hd specific example that you have mentioned  list of directv local channels with hd  compares the availability of affiliated hd channels between cities  not a million miles away from this page comparing channel availability between platforms  the other examples that you have given are lists per platform  as you said  the fact is hd channels on sky do form a part of sky digital and not another platform called sky  hd  hd channels are clearly labelled on list of channels on sky digital as being in hd were applicable  there is absolutely no distinction in the amount of hd content shown  if it simulcasts with an sd channel etc  on the same channel between platforms  there is no need for a list of channels in a certain broadcast format on a certain platform and it seems like content forking and listcruft  you also mentioned size  labelling this page as potentially unwieldy there are clear guidelines for the size of articles and compared to the other lists that you mentioned  this page could double in size without problems  if you want to talk long term  then in the future it s likely that being in hd or knowing if a channel uses up scaling won t be especially notable just as being in or using widescreen switching or stretching zooming isn t today and at some point this page could also end up being merged or otherwise  by the way  there is a list of television stations in the united kingdom  foreign versions may be found at lists of television channels  and i agree that it is somewhat impractical for certain tasks  as for andrewcrawford s actions  help merging explains that if you think merging something improves the encyclopaedia  you can be bold and perform the merger  as described below  because of this  it makes little sense to object to a merger purely on procedural grounds  e g  you cannot do that without discussion is not a good argument  if the merger is controversial  however  you may find your merger reverted  and as with all other edits  edit wars should be avoided  if you are uncertain of the merger s appropriateness  or believe it might be controversial  or your merger ends up reverted  you can propose it on either or both of the affected pages  a proposal had been made in august if there is clear agreement with the proposal by consensus  or if there is silence  proceed with the merger  there was silence so he did nothing wrong  with regards to darklight he did not post any kind of edit summary with his edit  since andrew does not a appear to be a regular contributor to list of hd channels on sky  hd he could have perceived that as vandalism and vice versa ,0
feel free to discuss specific edits on the corresponding article talk pages  please read the comments of several editors on your talk page regarding wp or  unconstructive editing  systematic removal of hinduism  violating the three revert rule etc  i don t think that the many corrections  reverts comments and warnings regarding your edits are wikihounding  if you feel you have good reasons to complain  you might consider following the processes outlined in wp dr ,0
i think it s more common in higher mathematics to start at actually  but  more importantly  this is not a definition  it s just a convention  ,0
you can see the reproduction in zoom from britannica article  there is an original part of the th century work i e label saying  n copernic under the portrait  scientifically it is a copy of th century self portrait  under this zoom is the adequate britannica comment  my advice is if you want know more about this historical item you should contact directly the museum of jagielonian university ,0
i didnt do anything you moron  occassionaly from time to time i edit f  pages to update them when needed sometimes the colour may be wrong but i try my best because usually no one does it  so stop being a prick,1
 question  do jew s call this position rabbinical position ,0
 there is a profound confusion in what jim is saying  maybe because he has left the movement many many  years ago  i have studied this subject in depth and spoke with current students  one of which was initiated in the knowledge just last year  this is what my research shows me  the tecniques are very simple and there is ample evidence that these are quite ancient and referred to in many practices  books and poems there is no magic or grace or opening the third eye involved  for the last years the knowledge has been imparted via a video presentation in which people come and watch an explanation of the techniques presented by the teacher maharaji  four promise are asked before the video presentation is shown  these are made verbally and no legal document signed  students are trusted implicitly give a fair chance to knowledge  don t reveal the techniques to others and keep in touch with the teachings the whole presentation last hours  as there is no group activities ot colective payer sessions or any other type of liturgy  students are free to use these techniques  one hour per day is recommended there is no cohersion to do anything  beyond the very mild promise give a fair chance to the practice  and no  jim  my sources do not include ex students  this is an article on prem rawat maharaji  not his critics  we have added a critics section because there are critics like you and it is needed for a good encyclopedic  npov article  but make no mistake  this article is about prem rawat maharaji and his movement and not about the small group of critics that you represent aug utc ,0
 i was not engaged in an edit war  but was trying to prevent an editor from using original research to justify his reversion of my edits wikipedia states  wikipedia does not publish original research  or  or original thought  this includes unpublished facts  arguments  speculation  and ideas  and any unpublished analysis or synthesis of published material that serves to advance a position  this means that wikipedia is not the place to publish your own opinions or experiences  one night in hackney states  sources get things wrong and make mistakes  good editors are capable of noticing when sources have made a mistake and compensate accordingly  bad editors are not and make a mess of articles by blindingly adding incorrect information and adds later  i even proved bell contradicted himself clearly one night in hackney is conducting original research  as what he describes is original thought  he provided no citation to a source indicating that bell was mistaken  only his own proof  who is he  or i  or you  to unilateral make such an assessment  he might be right  but it s original research the wikipedia pages also state  it is important to realize that in contributing to wikipedia  users are expected to be civil and neutral  respecting all points of view  and only add verifiable and factual information rather than personal views and opinions  one night in hackney has not been civil or neutral on this talk page or in responding to my edits i have added factual information  direct quotations  only to have them deleted when i attempted  in my last edits  to merge his point of view and mine  those edits were also deleted  if there is to be only contributor to wikipedia articles on items related to irish republicanism  and that contributor is one night in hackney  supported by onih s friends  then wikipedia should advertise that and be done with it i am now  block  from editing even though he used the f word and called me ignorant talk about blaming the victim  wh ,0
revive discussion is now going on below ,0
congratulations  i am happy to see that your rfa has been successful  best wishes ,0
article the wording and feel of the article seems to be very academic  as if it was an extract or a modified version of an original university essay  it is not the kind of article you would expect to see in an encyclopedia ,0
template inintlegend  hi  i just noticed that a template you created  template inintlegend  is unused and appears to be abandoned  i ve marked it as deprecated  meaning it ll be deleted in two weeks  time if nobody objects  if there s a reason to keep it please leave a note at wikipedia talk deprecated and orphaned templates and feel free to remove the  tag from the template  thanks ,0
 juro  i believe j  n fige does not have accent on i see for example his commissioner website  or any slovak newspaper articles feb utc  ,0
 my selections  though this list needs further paring down just as koch inherited his oil business from his father  americans for prosperity borrows from the ultra right group also founded in part by his dad  the john birch society conceived by robert welch and a small group of conservative industrialists  including fred koch david s father and the namesake of the family firm of koch industries the john birch society cloaked its pro business  anti civil rights agenda in the rhetoric of the cold war cushioned with large donations from koch and others  the birch society helped propel barry goldwater to the republican nomination in and helped republicans make gains in the congressional midterms of like americans for prosperity  the john birch society rarely acknowledged its funding from the very rich  instead  it depicted itself as a citizens group merely interested in american ideals of freedom  rather than argue the policy nuances of entitlement programs or new regulations  the birch society marshaled opposition by depicting progressive reform as capitulation to the soviet union  in that polarized environment  the interests of millionaires suddenly became aligned with patriotic families who wanted to do their part against the communist threat shortly after the birch society faded  david koch founded americans for prosperity in then known as citizens for a sound economy author berkowitz  bill location oakland  ca he was introduced to conservative politics by his father  a member of the advisory council of the fiercely anti communist john birch society and  charles  koch  at his father s request  briefly joined the group  fred koch was a founder of the john birch society a coven of anti communists and intellectual louts  the koch brothers  success allows them to further their father s work  they know well what money is  how to make it and what it can do when focused on ruthless ideology  david and charles had absorbed their fathers conservative politics and adopted the john birch societies interest in a school of austrian economists who promoted free market ideals  they were particularly influenced by the work of friedrich von hayek  the author of the road to serfdom which argued that centralized government planning led  inexorably  to totalitarianism  for decades  the koch brothers  billionaire heirs of one of the largest privately held companies in the united states  have covertly sought to promote their hard right ideology through third parties  think tanks  foundations and front groups  their late father  fred  having earned a fortune assisting the nascent soviet oil industry  eventually became a right wing extremist and member of the john birch society his sons  especially david koch have not only expanded the family business but infiltrated their father s political views into the mainstream  cite news url http docs newsbank com openurl ctx ver z rft  id info sid iw newsbank com awnb nyob rft  val format info ofi fmt kev mtx ctx rft  dat d a e  aa  svc  dat infoweb aggregated  req  dat  f  bitch  ee ad e title the billionaire right winger date august agency new york observer accessdate december author conaso,0
that figures  you re the disruptive one with the pov problems who stalks other wikipedians ,0
i find this highly amusing coming from an individual who doesn t even have a registered account  and considering my post was speaking out against the ridiculously racist tendencies of the italian team  not a very bright individual either  thanks for coming out though  i am kind of flattered that an anonymous user has such an obsession with me ,0
loading colt pistols were neither breech loading nor breach loading,0
i don t see why not  talk contribs e mail ,0
 i ve indicated to the  block  editor that their comments might be allowed to stand while their  block  but definitely won t be if they attack other editors  if they persist  i will semi protect this talk page talk to me  ,0
 pov  i removed many fewer would have been shot down if not for poor planning and inflexibility by the mission planners of strategic air command  specifically  sac ordered b s to attack from highly predictable  precisely timed  repetitive positions and altitudes  this eliminated the element of surprise  the nva were able to aim their soviet built sa guideline surface to air missiles  sams  by simple timing and azimuth prediction  further complicating the situation for the b s was the fact that sac had used the same jamming  electronic countermeasures  techniques for years  thus enabling the nva to develop counter countermeasures sac ordered the b s to make a steep turn after dropping the bombs  this resulted in an interruption in the electronic jamming of nva radars because the b s  jamming antennas  which were located on the bottom of the aircraft  were then pointed away from the radars  to make matters worse  the turn made the b s face into a mph headwind  which slowed their escape  the nva were surprised at first  but after a few nights of these repetitive tactics  they figured it out  the nva blasted several b s with direct hits  two were damaged severely and crashed near u tapao royal thai air force base  the situation would have been even worse for the b s if not for the inaccuracy of the sa system and the inexperience and errors of its nva operators sac refused to change its tactics even when shown that the existing tactics were ineffective and highly dangerous to the aircraft and crews  in part  this was due to indecision on the part of sac s commander  also  because of a top down culture which had been originally established for nuclear war by general lemay refused to listen to the suggestions of its aircrews  the lemay culture had discouraged open and frank discussion to the point that only yes men made it to the top of the sac organization where  potentially  they might have been able to prod the sac commander into a change of tactics surprisingly  nva records and interviews with former sam operators show exactly the opposite culture  realistic discussion and innovation were encouraged among the batteries  commanders  ironically  although the nva had run out of missiles by day four of the campaign  and the b s could have bombed an undefended hanoi  sac was so rattled by its losses that it directed the b s to targets outside hanoi  thus giving the nva time to reload  after that  b losses mounted again sac commanders did their best to suppress revelations about their incompetence  even going so far as to suggest that one of their critics was mentally unstable  sac has rewritten history in its official account of linebacker ii  this semi fiction is still taught at the usaf s air university at maxwell air force base  alabama  it lacks npov or sources  ,0
 daily mail are asking if her death was heroine related this young lady has been dead for a matter of hours and already tabloids are speculating on a drugs death with no real cited evidence  its disgusting and sick  hopefully wikipedia will keep an eye on this page  as its someone who did carry a name in england and it would be nice to assume no disgusting speculation will be allowed to be paraded as facts  unless facts are actually established  its understandable that there is speculation over her death  but its inexcusable that a family friendly forums for facts  would engage in slander without facts ,0
